1 2 1	1095171960 2004-9-14
720 1236 -1	1179832320 2007-5-22
4431 1236 1	1179832920 2007-5-22
1106 1236 1	1179836520 2007-5-22
3160 1236 1	1179846600 2007-5-22
1659 1236 1	1179852000 2007-5-22
4346 1236 1	1179858120 2007-5-22
4577 1236 1	1179859080 2007-5-22
4614 1236 1	1179890040 2007-5-23
1594 1236 1	1179891360 2007-5-23
5470 1236 1	1179923040 2007-5-23
20 1236 1	1179938160 2007-5-23
1421 1236 1	1179939660 2007-5-23
5059 1236 1	1179992340 2007-5-24
5149 1236 1	1180029300 2007-5-24
4589 1236 1	1180035780 2007-5-24
2767 1236 1	1180036200 2007-5-24
4001 1236 1	1180051140 2007-5-24
4273 1236 1	1180059120 2007-5-25
2291 1236 1	1180062720 2007-5-25
4898 1236 1	1180069500 2007-5-25
1051 1236 1	1180081800 2007-5-25
5182 1236 1	1180103520 2007-5-25
4301 1236 1	1180109400 2007-5-25
3157 1236 1	1180118760 2007-5-25
3315 1236 1	1180125000 2007-5-25
63 1236 -1	1180167900 2007-5-26
2464 1236 1	1180179480 2007-5-26
4617 1236 1	1180189920 2007-5-26
5656 1236 1	1180193520 2007-5-26
4610 1236 1	1180196940 2007-5-26
2431 1236 1	1180222620 2007-5-26
3496 1236 1	1180225200 2007-5-27
4900 1236 -1	1180231440 2007-5-27
547 1236 1	1180295460 2007-5-27
4597 1236 1	1180355220 2007-5-28
5293 5805 -1	1179867300 2007-5-22
5806 5805 -1	1179907440 2007-5-23
724 4673 1	1179789960 2007-5-21
58 4673 1	1179858120 2007-5-22
5223 4673 1	1179858120 2007-5-22
5077 4673 1	1179858180 2007-5-22
4523 4673 1	1179858180 2007-5-22
106 4673 1	1179858240 2007-5-22
4966 4673 -1	1179858360 2007-5-22
4603 4673 1	1179858900 2007-5-22
5044 4673 1	1179859020 2007-5-22
491 4673 1	1179859080 2007-5-22
4431 4673 1	1179859200 2007-5-22
5686 4673 1	1179859260 2007-5-22
5515 4673 1	1179859320 2007-5-22
4898 4673 1	1179859620 2007-5-22
5162 4673 1	1179860340 2007-5-22
2708 4673 1	1179860820 2007-5-22
2358 4673 1	1179860880 2007-5-22
3208 4673 1	1179861840 2007-5-22
5752 4673 1	1179862020 2007-5-22
423 4673 1	1179862680 2007-5-22
3148 4673 1	1179862920 2007-5-22
5575 4673 1	1179864120 2007-5-22
3154 4673 1	1179864180 2007-5-22
5147 4673 1	1179864720 2007-5-22
3262 4673 1	1179865500 2007-5-22
5673 4673 1	1179866160 2007-5-22
1654 4673 1	1179866340 2007-5-22
1063 4673 1	1179866460 2007-5-22
5287 4673 1	1179866820 2007-5-22
4900 4673 1	1179866940 2007-5-22
4677 4673 1	1179866940 2007-5-22
5540 4673 1	1179867420 2007-5-22
4262 4673 1	1179867900 2007-5-22
2397 4673 1	1179868440 2007-5-22
5587 4673 1	1179869160 2007-5-22
5003 4673 1	1179869880 2007-5-22
5807 4673 1	1179871740 2007-5-22
4605 4673 1	1179872700 2007-5-22
5130 4673 1	1179873060 2007-5-22
242 4673 1	1179874380 2007-5-22
4985 4673 1	1179874500 2007-5-22
5475 4673 1	1179874860 2007-5-22
4625 4673 1	1179877080 2007-5-22
4893 4673 1	1179877980 2007-5-22
3249 4673 1	1179878040 2007-5-22
5494 4673 1	1179880560 2007-5-23
983 4673 1	1179882180 2007-5-23
4034 4673 1	1179888780 2007-5-23
4946 4673 1	1179890640 2007-5-23
4614 4673 1	1179892140 2007-5-23
1594 4673 1	1179892500 2007-5-23
547 4673 -1	1179892800 2007-5-23
286 4673 1	1179892860 2007-5-23
5473 4673 1	1179894660 2007-5-23
4464 4673 1	1179895260 2007-5-23
1871 4673 -1	1179897960 2007-5-23
720 4673 1	1179899760 2007-5-23
100 4673 1	1179900600 2007-5-23
4223 4673 1	1179901080 2007-5-23
3902 4673 -1	1179901560 2007-5-23
5145 4673 1	1179901680 2007-5-23
5808 4673 1	1179908820 2007-5-23
5124 4673 1	1179910860 2007-5-23
5052 4673 1	1179912120 2007-5-23
1051 4673 -1	1179916080 2007-5-23
984 4673 -1	1179920580 2007-5-23
5795 4673 -1	1179923160 2007-5-23
5670 4673 1	1179926220 2007-5-23
4478 4673 1	1179927060 2007-5-23
1556 4673 -1	1179927180 2007-5-23
3139 4673 1	1179937020 2007-5-23
3644 4673 1	1179939180 2007-5-23
5471 4673 -1	1179941340 2007-5-23
3304 4673 1	1179941880 2007-5-23
3971 4673 -1	1179941940 2007-5-23
582 4673 1	1179942120 2007-5-23
4583 4673 1	1179942180 2007-5-23
1962 4673 1	1179942420 2007-5-23
2989 4673 1	1179944760 2007-5-23
5216 4673 -1	1179945180 2007-5-23
1421 4673 -1	1179945540 2007-5-23
5293 4673 1	1179946380 2007-5-23
1665 4673 -1	1179948720 2007-5-23
3278 4673 1	1179949200 2007-5-23
996 4673 -1	1179949620 2007-5-23
5675 4673 1	1179949680 2007-5-23
4472 4673 1	1179950820 2007-5-23
4227 4673 1	1179954360 2007-5-23
3747 4673 -1	1179956640 2007-5-23
2080 4673 1	1179958200 2007-5-23
4951 4673 1	1179958260 2007-5-23
4543 4673 1	1179958980 2007-5-23
924 4673 1	1179961260 2007-5-23
4895 4673 1	1179961620 2007-5-23
789 4673 -1	1179965160 2007-5-24
3542 4673 1	1179968700 2007-5-24
5809 4673 1	1179969360 2007-5-24
5681 4673 1	1179970320 2007-5-24
670 4673 -1	1179979440 2007-5-24
4809 4673 1	1179980760 2007-5-24
968 4673 -1	1179982380 2007-5-24
747 4673 1	1179982500 2007-5-24
3466 4673 1	1179986280 2007-5-24
5213 4673 1	1179988020 2007-5-24
702 4673 -1	1179999360 2007-5-24
2072 4673 -1	1180002060 2007-5-24
500 4673 -1	1180003500 2007-5-24
5751 4673 1	1180004340 2007-5-24
2472 4673 1	1180007100 2007-5-24
2173 4673 1	1180014240 2007-5-24
3445 4673 1	1180019040 2007-5-24
5138 4673 1	1180019220 2007-5-24
3813 4673 1	1180020420 2007-5-24
1464 4673 1	1180020720 2007-5-24
4147 4673 1	1180021860 2007-5-24
5477 4673 1	1180022520 2007-5-24
4721 4673 1	1180023000 2007-5-24
1700 4673 1	1180023360 2007-5-24
5149 4673 -1	1180029900 2007-5-24
4483 4673 1	1180035840 2007-5-24
3740 4673 1	1180036800 2007-5-24
5005 4673 1	1180037940 2007-5-24
2513 4673 1	1180049220 2007-5-24
2291 4673 1	1180050720 2007-5-24
2049 4673 1	1180051020 2007-5-24
1718 4673 -1	1180052880 2007-5-25
2374 4673 -1	1180053840 2007-5-25
5144 4673 -1	1180059540 2007-5-25
4608 4673 1	1180059960 2007-5-25
1238 4673 -1	1180062420 2007-5-25
1106 4673 1	1180063740 2007-5-25
2900 4673 -1	1180063980 2007-5-25
1015 4673 -1	1180072260 2007-5-25
4194 4673 1	1180075440 2007-5-25
1257 4673 1	1180080000 2007-5-25
5142 4673 1	1180082640 2007-5-25
3190 4673 1	1180093980 2007-5-25
698 4673 1	1180094520 2007-5-25
4789 4673 1	1180094940 2007-5-25
1682 4673 -1	1180096320 2007-5-25
2316 4673 1	1180098120 2007-5-25
1999 4673 -1	1180098360 2007-5-25
1973 4673 1	1180099800 2007-5-25
5635 4673 1	1180103040 2007-5-25
5182 4673 1	1180103160 2007-5-25
24 4673 -1	1180106580 2007-5-25
3088 4673 1	1180108740 2007-5-25
5592 4673 1	1180110480 2007-5-25
5810 4673 1	1180116540 2007-5-25
3157 4673 -1	1180121340 2007-5-25
5237 4673 1	1180129560 2007-5-25
4607 4673 1	1180133460 2007-5-25
323 4673 1	1180134180 2007-5-25
187 4673 -1	1180135020 2007-5-25
5404 4673 1	1180136400 2007-5-25
2506 4673 1	1180137480 2007-5-25
3054 4673 1	1180137900 2007-5-26
4915 4673 -1	1180138920 2007-5-26
3315 4673 -1	1180140960 2007-5-26
2 4673 1	1180145520 2007-5-26
63 4673 1	1180167240 2007-5-26
3584 4673 1	1180169640 2007-5-26
2464 4673 1	1180179900 2007-5-26
2451 4673 1	1180183140 2007-5-26
4617 4673 1	1180190220 2007-5-26
4284 4673 1	1180191000 2007-5-26
818 4673 1	1180192740 2007-5-26
2399 4673 1	1180194720 2007-5-26
5238 4673 1	1180196160 2007-5-26
5767 4673 1	1180200300 2007-5-26
1775 4673 -1	1180203960 2007-5-26
2466 4673 -1	1180207920 2007-5-26
5811 4673 1	1180208100 2007-5-26
1780 4673 -1	1180210680 2007-5-26
4040 4673 1	1180211040 2007-5-26
223 4673 -1	1180213860 2007-5-26
2549 4673 1	1180215900 2007-5-26
1579 4673 1	1180218900 2007-5-26
78 4673 -1	1180221300 2007-5-26
1372 4673 -1	1180223100 2007-5-26
5549 4673 1	1180223160 2007-5-26
4973 4673 -1	1180225860 2007-5-27
218 4673 -1	1180228560 2007-5-27
956 4673 1	1180236600 2007-5-27
1352 4673 -1	1180241340 2007-5-27
4735 4673 -1	1180241820 2007-5-27
5289 4673 1	1180245900 2007-5-27
815 4673 -1	1180266780 2007-5-27
4804 4673 -1	1180273320 2007-5-27
5246 4673 1	1180273920 2007-5-27
3049 4673 1	1180273980 2007-5-27
4446 4673 1	1180275480 2007-5-27
5633 4673 -1	1180276680 2007-5-27
4719 4673 1	1180276740 2007-5-27
170 4673 1	1180278000 2007-5-27
1626 4673 -1	1180280340 2007-5-27
3442 4673 1	1180280460 2007-5-27
4331 4673 -1	1180283280 2007-5-27
158 4673 -1	1180283700 2007-5-27
4476 4673 1	1180284960 2007-5-27
5812 4673 -1	1180294860 2007-5-27
238 4673 -1	1180298100 2007-5-27
4342 4673 -1	1180298340 2007-5-27
5813 4673 1	1180303200 2007-5-27
5043 4673 1	1180307340 2007-5-27
112 4673 -1	1180307700 2007-5-27
2271 4673 -1	1180308480 2007-5-27
5553 4673 1	1180309020 2007-5-27
2431 4673 1	1180324260 2007-5-28
1722 4673 -1	1180326960 2007-5-28
5814 4673 1	1180327320 2007-5-28
5665 4673 1	1180327740 2007-5-28
2346 4673 -1	1180335540 2007-5-28
5736 4673 1	1180340640 2007-5-28
79 4673 1	1180352580 2007-5-28
54 4673 1	1180353600 2007-5-28
1069 4673 -1	1180353600 2007-5-28
252 4673 1	1180354860 2007-5-28
119 4673 1	1180355040 2007-5-28
4610 4673 1	1180355220 2007-5-28
5706 4673 1	1180355280 2007-5-28
5696 4673 1	1180356300 2007-5-28
4597 4673 -1	1180359180 2007-5-28
1420 4673 -1	1180362540 2007-5-28
777 4673 1	1180363200 2007-5-28
3309 4673 1	1180364580 2007-5-28
913 4673 1	1180365240 2007-5-28
2286 4673 -1	1180368780 2007-5-28
2097 4673 -1	1180376040 2007-5-28
2815 4673 1	1180377960 2007-5-28
1620 4673 1	1180378140 2007-5-28
2858 4673 -1	1180379400 2007-5-28
2165 4673 1	1180379460 2007-5-28
39 4673 1	1180381500 2007-5-28
5470 4673 -1	1180383000 2007-5-28
5457 4673 -1	1180384260 2007-5-28
5815 4673 1	1180384740 2007-5-28
3151 4673 1	1180384920 2007-5-28
2601 4673 1	1180385040 2007-5-28
5151 4673 1	1180385700 2007-5-28
5463 4673 1	1180385880 2007-5-28
5816 4673 1	1180389180 2007-5-28
682 4673 1	1180390080 2007-5-28
3106 4673 -1	1180390620 2007-5-28
5150 4673 1	1180400700 2007-5-29
42 4673 -1	1180410240 2007-5-29
2764 4673 1	1180415520 2007-5-29
2651 4673 1	1180416900 2007-5-29
5154 4673 1	1180418040 2007-5-29
1952 4673 1	1180433400 2007-5-29
5572 4673 1	1180434780 2007-5-29
1895 4673 -1	1180436760 2007-5-29
2493 4673 1	1180439160 2007-5-29
5781 4673 1	1180441440 2007-5-29
1554 4673 -1	1180442700 2007-5-29
354 4673 1	1180447140 2007-5-29
5656 4673 1	1180450320 2007-5-29
1033 4673 1	1180450440 2007-5-29
5817 4673 1	1180454100 2007-5-29
4069 4673 1	1180454520 2007-5-29
5818 4673 1	1180454820 2007-5-29
2811 4673 1	1180458180 2007-5-29
5819 4673 1	1180461540 2007-5-29
3874 4673 1	1180461720 2007-5-29
5074 4673 1	1180461840 2007-5-29
5820 4674 1	1179786540 2007-5-21
5124 4227 1	1179810060 2007-5-22
5044 4227 1	1179810600 2007-5-22
5308 4227 1	1179811020 2007-5-22
5130 4227 1	1179811020 2007-5-22
4617 4227 1	1179811680 2007-5-22
5641 4227 1	1179811920 2007-5-22
5471 4227 1	1179812100 2007-5-22
106 4227 1	1179812220 2007-5-22
582 4227 1	1179813060 2007-5-22
5287 4227 1	1179814740 2007-5-22
5780 4227 1	1179815280 2007-5-22
4608 4227 1	1179815520 2007-5-22
5587 4227 1	1179815880 2007-5-22
5223 4227 1	1179817680 2007-5-22
5552 4227 1	1179818160 2007-5-22
1051 4227 1	1179820140 2007-5-22
3078 4227 1	1179826080 2007-5-22
5128 4227 1	1179826440 2007-5-22
5572 4227 1	1179826860 2007-5-22
5540 4227 1	1179827160 2007-5-22
491 4227 1	1179828120 2007-5-22
4809 4227 1	1179828600 2007-5-22
670 4227 1	1179829740 2007-5-22
4605 4227 1	1179832920 2007-5-22
4124 4227 1	1179834300 2007-5-22
5470 4227 1	1179834600 2007-5-22
777 4227 1	1179839340 2007-5-22
4445 4227 1	1179841380 2007-5-22
4898 4227 1	1179842160 2007-5-22
4523 4227 1	1179842580 2007-5-22
4893 4227 1	1179844080 2007-5-22
2065 4227 1	1179844200 2007-5-22
633 4227 1	1179849780 2007-5-22
5149 4227 1	1179850080 2007-5-22
3262 4227 1	1179851280 2007-5-22
2761 4227 1	1179851400 2007-5-22
4562 4227 1	1179851520 2007-5-22
5133 4227 1	1179852120 2007-5-22
3139 4227 1	1179854460 2007-5-22
1829 4227 1	1179855360 2007-5-22
5617 4227 1	1179856860 2007-5-22
3249 4227 1	1179856920 2007-5-22
3655 4227 1	1179857580 2007-5-22
4907 4227 1	1179858180 2007-5-22
4577 4227 1	1179859080 2007-5-22
4181 4227 1	1179859560 2007-5-22
983 4227 1	1179863280 2007-5-22
2348 4227 1	1179864180 2007-5-22
3747 4227 1	1179870900 2007-5-22
1556 4227 1	1179873240 2007-5-22
29 4227 1	1179880620 2007-5-23
5494 4227 1	1179880740 2007-5-23
4262 4227 1	1179880920 2007-5-23
3141 4227 1	1179883140 2007-5-23
4614 4227 1	1179885780 2007-5-23
4034 4227 1	1179888900 2007-5-23
2819 4227 1	1179889620 2007-5-23
286 4227 1	1179893220 2007-5-23
2128 4227 1	1179898380 2007-5-23
3005 4227 1	1179928500 2007-5-23
5795 4227 1	1179933300 2007-5-23
1700 4227 1	1179933300 2007-5-23
4598 4227 1	1179938160 2007-5-23
3650 4227 1	1179947280 2007-5-23
4032 4227 1	1179948780 2007-5-23
2387 4227 1	1179949440 2007-5-23
1620 4227 1	1179950760 2007-5-23
5821 4227 1	1179951240 2007-5-23
3287 4227 1	1179964260 2007-5-23
2271 4227 1	1179972480 2007-5-24
5177 4227 1	1179976440 2007-5-24
2072 4227 1	1180000860 2007-5-24
5138 4227 1	1180021080 2007-5-24
5796 4227 1	1180037220 2007-5-24
500 4227 1	1180051140 2007-5-24
2466 4227 1	1180097040 2007-5-25
5182 4227 1	1180103280 2007-5-25
24 4227 1	1180106640 2007-5-25
3795 4227 1	1180117860 2007-5-25
4718 4227 1	1180120440 2007-5-25
3315 4227 1	1180125060 2007-5-25
5088 4227 1	1180126560 2007-5-25
4985 4227 1	1180127220 2007-5-25
5778 4227 1	1180135320 2007-5-25
4607 4227 1	1180186860 2007-5-26
5656 4227 1	1180193880 2007-5-26
2957 4227 1	1180220220 2007-5-26
5142 4227 1	1180222020 2007-5-26
2234 4227 1	1180268700 2007-5-27
5003 4227 1	1180342800 2007-5-28
5769 4227 1	1180355520 2007-5-28
2639 4227 1	1180362900 2007-5-28
5043 4227 1	1180365240 2007-5-28
5770 4227 1	1180367640 2007-5-28
5822 4227 1	1180374600 2007-5-28
4973 4227 1	1180397100 2007-5-29
5293 4227 1	1180403640 2007-5-29
2799 4227 1	1180426800 2007-5-29
3307 4635 1	1179850440 2007-5-22
680 4635 1	1179851580 2007-5-22
5044 4635 1	1179851940 2007-5-22
4603 4635 1	1179854220 2007-5-22
106 4635 1	1179856980 2007-5-22
5162 4635 1	1179860520 2007-5-22
5074 4635 1	1179860640 2007-5-22
2358 4635 -1	1179861420 2007-5-22
2708 4635 1	1179861840 2007-5-22
423 4635 1	1179863040 2007-5-22
1654 4635 1	1179863460 2007-5-22
2734 4635 1	1179863640 2007-5-22
4358 4635 -1	1179864300 2007-5-22
3262 4635 1	1179865800 2007-5-22
5540 4635 1	1179866160 2007-5-22
3555 4635 1	1179866340 2007-5-22
5287 4635 1	1179866460 2007-5-22
5515 4635 1	1179866460 2007-5-22
1829 4635 1	1179867840 2007-5-22
1682 4635 -1	1179869340 2007-5-22
1962 4635 -1	1179869820 2007-5-22
285 4635 1	1179872940 2007-5-22
5795 4635 -1	1179874620 2007-5-22
5239 4635 1	1179879960 2007-5-23
5470 4635 1	1179884940 2007-5-23
2466 4635 -1	1179887100 2007-5-23
5150 4635 1	1179888960 2007-5-23
100 4635 -1	1179890580 2007-5-23
1594 4635 -1	1179892020 2007-5-23
1349 4635 -1	1179892740 2007-5-23
4464 4635 1	1179895020 2007-5-23
4898 4635 1	1179896640 2007-5-23
720 4635 -1	1179899520 2007-5-23
2255 4635 1	1179900180 2007-5-23
5124 4635 -1	1179911040 2007-5-23
2286 4635 -1	1179912000 2007-5-23
5128 4635 -1	1179913800 2007-5-23
3650 4635 -1	1179916740 2007-5-23
670 4635 -1	1179917040 2007-5-23
4610 4635 -1	1179918420 2007-5-23
5336 4635 -1	1179921600 2007-5-23
4592 4635 1	1179924480 2007-5-23
5177 4635 -1	1179924600 2007-5-23
4059 4635 1	1179924840 2007-5-23
1556 4635 -1	1179926220 2007-5-23
4478 4635 1	1179926820 2007-5-23
2761 4635 -1	1179927660 2007-5-23
3139 4635 -1	1179937620 2007-5-23
5471 4635 -1	1179943080 2007-5-23
5675 4635 1	1179953940 2007-5-23
5587 4635 1	1179956520 2007-5-23
5823 4635 -1	1179959700 2007-5-23
5618 4635 1	1179959820 2007-5-23
4701 4635 1	1179963180 2007-5-23
4181 4635 1	1179963420 2007-5-23
238 4635 -1	1179977220 2007-5-24
5778 4635 -1	1179993540 2007-5-24
702 4635 -1	1179999840 2007-5-24
5368 4635 -1	1180017060 2007-5-24
3740 4635 -1	1180035060 2007-5-24
4039 4635 -1	1180036680 2007-5-24
5139 4635 1	1180037160 2007-5-24
4478 5824 1	1179851940 2007-5-22
5039 5824 -1	1179852240 2007-5-22
5133 5824 -1	1179852420 2007-5-22
5825 5824 -1	1179852720 2007-5-22
4431 5824 -1	1179853140 2007-5-22
4441 5824 -1	1179853440 2007-5-22
5670 5824 1	1179853800 2007-5-22
5162 5826 -1	1179860820 2007-5-22
5044 5826 1	1179863700 2007-5-22
3148 5826 -1	1179864000 2007-5-22
5130 5826 -1	1179872880 2007-5-22
5431 5826 -1	1179879240 2007-5-23
983 5826 1	1179882060 2007-5-23
5795 5826 -1	1179922920 2007-5-23
423 5826 -1	1179926520 2007-5-23
4478 5826 1	1179927180 2007-5-23
3139 5826 -1	1179937920 2007-5-23
5544 5826 1	1179953340 2007-5-23
5150 5826 -1	1179972240 2007-5-24
670 5826 -1	1179979380 2007-5-24
5728 5826 1	1180011960 2007-5-24
3315 5826 -1	1180125240 2007-5-25
4475 5252 -1	1180129620 2007-5-25
3154 5252 -1	1180129920 2007-5-25
5054 5252 -1	1180132020 2007-5-25
5827 5252 -1	1180132320 2007-5-25
1829 5252 -1	1180132380 2007-5-25
5142 5252 -1	1180133100 2007-5-25
423 5252 -1	1180133460 2007-5-25
4509 5252 -1	1180133640 2007-5-25
4523 5252 1	1180133700 2007-5-25
5003 5252 -1	1180133940 2007-5-25
5145 5252 1	1180134060 2007-5-25
5162 5252 -1	1180134180 2007-5-25
4605 5252 -1	1180135200 2007-5-25
127 5252 1	1180135560 2007-5-25
5714 5252 1	1180141140 2007-5-26
3315 5252 -1	1180141500 2007-5-26
670 5252 -1	1180141980 2007-5-26
983 5252 -1	1180142700 2007-5-26
5778 5252 1	1180152720 2007-5-26
5670 5252 -1	1180178880 2007-5-26
2464 5252 -1	1180180140 2007-5-26
5177 5252 -1	1180181520 2007-5-26
4227 5252 -1	1180187040 2007-5-26
4478 5252 1	1180188060 2007-5-26
698 5252 -1	1180196700 2007-5-26
3673 5252 -1	1180244160 2007-5-27
5275 5252 -1	1180267800 2007-5-27
1245 5252 -1	1180310100 2007-5-27
2681 5252 -1	1180314180 2007-5-28
5540 5252 -1	1180355100 2007-5-28
5828 5252 -1	1180430640 2007-5-29
5139 5252 1	1180473900 2007-5-29
5795 5252 -1	1180477380 2007-5-29
5472 5252 1	1180546620 2007-5-30
4603 5252 1	1180631460 2007-5-31
1656 5252 -1	1180637460 2007-5-31
5829 5252 -1	1180639020 2007-5-31
5781 5252 1	1180645980 2007-5-31
5044 5830 -1	1179933480 2007-5-23
5670 5830 1	1179933840 2007-5-23
2762 5830 -1	1179934200 2007-5-23
4431 5830 -1	1179935280 2007-5-23
4953 5830 -1	1179935640 2007-5-23
423 5830 -1	1179936900 2007-5-23
2762 5831 -1	1179955560 2007-5-23
983 5831 -1	1179955680 2007-5-23
5642 5831 -1	1179955920 2007-5-23
2708 5831 -1	1179956160 2007-5-23
5587 5831 -1	1179957360 2007-5-23
127 5831 -1	1179959040 2007-5-23
5618 5831 -1	1179959520 2007-5-23
3274 5421 1	1179992100 2007-5-24
5059 5421 1	1179992220 2007-5-24
670 5421 1	1179996840 2007-5-24
5128 5421 1	1180001100 2007-5-24
5044 5421 1	1180001160 2007-5-24
4600 5421 1	1180002060 2007-5-24
4431 5421 1	1180002180 2007-5-24
5544 5421 1	1180004880 2007-5-24
1556 5421 1	1180008660 2007-5-24
4607 5421 1	1180010460 2007-5-24
423 5421 1	1180011180 2007-5-24
5670 5421 1	1180012980 2007-5-24
106 5421 1	1180016460 2007-5-24
4893 5421 1	1180017540 2007-5-24
4316 5421 1	1180018380 2007-5-24
5138 5421 1	1180019580 2007-5-24
4181 5421 1	1180020180 2007-5-24
4523 5421 1	1180020540 2007-5-24
5635 5421 1	1180022760 2007-5-24
4898 5421 1	1180025400 2007-5-24
5477 5421 1	1180030440 2007-5-24
983 5421 1	1180030980 2007-5-24
4039 5421 1	1180037100 2007-5-24
4150 5421 1	1180038300 2007-5-24
2080 5421 1	1180044600 2007-5-24
5778 5421 1	1180045500 2007-5-24
4820 5421 1	1180049640 2007-5-24
5239 5421 1	1180051800 2007-5-25
4608 5421 1	1180059480 2007-5-25
5130 5421 1	1180065420 2007-5-25
100 5421 1	1180071360 2007-5-25
4946 5421 1	1180080660 2007-5-25
1051 5421 1	1180081980 2007-5-25
5540 5421 1	1180088220 2007-5-25
5656 5421 1	1180093440 2007-5-25
698 5421 1	1180094340 2007-5-25
5182 5421 1	1180103040 2007-5-25
4614 5421 1	1180111920 2007-5-25
3655 5421 1	1180122300 2007-5-25
3157 5421 -1	1180123500 2007-5-25
5142 5421 1	1180139640 2007-5-26
3315 5421 1	1180141200 2007-5-26
3588 5421 1	1180152540 2007-5-26
4809 5421 1	1180162860 2007-5-26
4915 5421 -1	1180162920 2007-5-26
5728 5421 1	1180163040 2007-5-26
2464 5421 1	1180179960 2007-5-26
5832 5421 1	1180184520 2007-5-26
2165 5421 1	1180184880 2007-5-26
134 5421 1	1180186740 2007-5-26
192 5421 -1	1180188660 2007-5-26
3445 5421 1	1180188960 2007-5-26
170 5421 1	1180191180 2007-5-26
4617 5421 1	1180194600 2007-5-26
3088 5421 1	1180197900 2007-5-26
5833 5421 1	1180200540 2007-5-26
5834 5421 1	1180204560 2007-5-26
1349 5421 -1	1180205820 2007-5-26
79 5421 -1	1180206120 2007-5-26
2288 5421 -1	1180207440 2007-5-26
4927 5421 -1	1180213440 2007-5-26
5557 5421 1	1180216680 2007-5-26
5835 5421 1	1180244040 2007-5-27
2316 5421 1	1180273080 2007-5-27
4789 5421 1	1180281300 2007-5-27
119 5421 -1	1180352820 2007-5-28
2815 5421 -1	1180370340 2007-5-28
4117 5421 -1	1180378740 2007-5-28
5470 5421 1	1180402920 2007-5-29
4606 5421 1	1180403400 2007-5-29
5836 5421 1	1180426980 2007-5-29
431 5421 1	1180463520 2007-5-29
5293 5421 1	1180468800 2007-5-29
3466 5421 1	1180481580 2007-5-29
5837 5421 1	1180487460 2007-5-30
4900 5421 1	1180487580 2007-5-30
5838 5421 1	1180488540 2007-5-30
5839 5421 1	1180539900 2007-5-30
5124 5421 1	1180543680 2007-5-30
2764 5421 1	1180545780 2007-5-30
5840 5421 1	1180563120 2007-5-30
1063 5421 1	1180564440 2007-5-30
4685 5421 1	1180566660 2007-5-30
5003 5421 -1	1180576080 2007-5-31
286 5421 1	1180602180 2007-5-31
3262 5841 -1	1179981000 2007-5-24
4543 5842 -1	1179987780 2007-5-24
4600 5842 -1	1179988020 2007-5-24
4431 5843 -1	1180020660 2007-5-24
423 5843 -1	1180021320 2007-5-24
5796 5843 -1	1180021980 2007-5-24
924 5843 -1	1180022040 2007-5-24
100 5843 -1	1180022340 2007-5-24
4428 5843 -1	1180023360 2007-5-24
5844 5843 -1	1180023780 2007-5-24
4814 5843 -1	1180023900 2007-5-24
2681 5843 -1	1180023900 2007-5-24
5313 5843 -1	1180024620 2007-5-24
2762 5845 -1	1180026300 2007-5-24
5844 5845 -1	1180027140 2007-5-24
4953 5845 -1	1180027320 2007-5-24
4181 5845 -1	1180027560 2007-5-24
423 5845 -1	1180028760 2007-5-24
5846 5845 -1	1180030200 2007-5-24
5074 5847 -1	1180047540 2007-5-24
3152 5847 -1	1180048740 2007-5-24
956 5847 1	1180049040 2007-5-24
2762 5847 -1	1180049460 2007-5-24
4820 5847 -1	1180049520 2007-5-24
4606 5847 -1	1180049940 2007-5-24
5132 5847 -1	1180052040 2007-5-25
5844 5847 -1	1180052280 2007-5-25
5130 5847 -1	1180053660 2007-5-25
4375 5847 -1	1180054320 2007-5-25
423 5847 -1	1180054920 2007-5-25
1656 5769 1	1180098780 2007-5-25
5670 5769 1	1180100640 2007-5-25
423 5769 1	1180100940 2007-5-25
983 5769 1	1180102980 2007-5-25
4431 5769 1	1180106100 2007-5-25
4150 5769 1	1180106820 2007-5-25
5271 5769 1	1180109760 2007-5-25
5044 5769 1	1180112400 2007-5-25
5128 5769 -1	1180115040 2007-5-25
2681 5769 1	1180116660 2007-5-25
4320 5769 1	1180117980 2007-5-25
5795 5769 1	1180118820 2007-5-25
4181 5769 1	1180120920 2007-5-25
3151 5769 1	1180121940 2007-5-25
4907 5769 1	1180122060 2007-5-25
956 5769 1	1180133220 2007-5-25
5587 5769 -1	1180136700 2007-5-25
5287 5769 1	1180138260 2007-5-26
3315 5769 1	1180141260 2007-5-26
5728 5769 1	1180162860 2007-5-26
2464 5769 1	1180180020 2007-5-26
4478 5769 1	1180188180 2007-5-26
5665 5769 1	1180203540 2007-5-26
5796 5769 1	1180210920 2007-5-26
698 5769 1	1180252380 2007-5-27
4974 5769 1	1180261500 2007-5-27
5553 5769 1	1180308840 2007-5-27
3088 5769 1	1180339020 2007-5-28
2065 5769 1	1180347360 2007-5-28
5540 5769 1	1180353540 2007-5-28
3377 5769 1	1180375440 2007-5-28
308 5769 1	1180398720 2007-5-29
1416 5769 1	1180401300 2007-5-29
286 5769 1	1180413060 2007-5-29
5216 5769 -1	1180570320 2007-5-31
4614 5769 1	1180572900 2007-5-31
2472 5769 1	1180635900 2007-5-31
5829 5769 1	1180636980 2007-5-31
670 5769 1	1180687320 2007-6-1
2782 5769 1	1180689180 2007-6-1
5848 5849 1	1180103760 2007-5-25
5850 5849 -1	1180104480 2007-5-25
5851 5849 -1	1180203960 2007-5-26
